Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
15.57,88.32,4,4,Часто,8.73,67.95,1,Да,2,Низкий,4,Обычная,Отрицательное,Низкая,Нет,Среднее,0.66,Женский,99.26
15.75,86.9,1,3,Иногда,8.1,77.77,5,Да,2,Низкий,4,Частная,Отрицательное,Умеренная,Нет,Высшее,1.78,Женский,100.0
13.18,92.09,3,4,Редко,7.8,61.4,2,Да,1,Средний,4,Частная,Нейтральное,Умеренная,Нет,Среднее специальное,10.0,Мужской,100.0
14.72,80.65,3,2,Редко,7.59,79.2,1,Да,3,Средний,3,Обычная,Нейтральное,Низкая,Нет,Высшее,4.26,Мужской,100.0
16.54,90.13,3,5,Часто,7.98,64.26,5,Да,3,Низкий,3,Частная,Отрицательное,Низкая,Нет,Среднее,1.54,Мужской,100.0
6.45,82.4,3,5,Редко,7.74,87.75,3,Да,2,Средний,4,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,9.29,Мужской,100.0
8.26,92.39,2,4,Нет,6.26,95.0,4,Да,1,Высокий,3,Частная,Положительное,Умеренная,Нет,Высшее,2.42,Женский,100.0
18.72,91.15,1,5,Нет,7.56,64.67,3,Да,3,Средний,4,Обычная,Положительное,Умеренная,Нет,Среднее,0.47,Женский,100.0
15.85,75.65,4,2,Редко,6.21,81.41,3,Да,0,Средний,3,Обычная,Отрицательное,Низкая,Нет,Среднее,1.04,Женский,100.0
14.08,95.86,3,3,Иногда,7.6,66.28,3,Да,3,Высокий,3,Обычная,Нейтральное,Низкая,Да,Среднее специальное,0.81,Женский,98.8
15.09,79.64,4,4,Редко,6.92,87.49,3,Да,2,Высокий,4,Обычная,Нейтральное,Умеренная,Нет,Среднее,0.84,Мужской,100.0
16.74,93.08,4,4,Редко,10.0,59.82,3,Да,1,Средний,2,Обычная,Отрицательное,Умеренная,Нет,Среднее,2.86,Мужской,100.0
12.3,88.67,4,3,Нет,7.45,80.77,4,Да,3,Средний,3,Обычная,Положительное,Умеренная,Нет,Высшее,1.76,Женский,100.0
11.11,100.0,3,3,Редко,5.81,64.52,4,Нет,3,Низкий,3,Обычная,Положительное,Высокая,Нет,Высшее,0.1,Мужской,98.78
15.98,82.77,3,2,Часто,7.34,72.52,5,Да,2,Средний,3,Обычная,Положительное,Низкая,Нет,Среднее специальное,4.2,Женский,98.84
10.11,81.51,4,3,Редко,8.12,62.63,1,Да,3,Низкий,3,Обычная,Положительное,Высокая,Нет,Высшее,0.7,Мужской,100.0
17.04,84.81,3,2,Часто,9.51,84.87,4,Да,2,Низкий,3,Обычная,Положительное,Умеренная,Нет,Высшее,10.0,Мужской,100.0
6.49,81.97,2,4,Редко,6.79,64.96,4,Да,1,Средний,4,Частная,Нейтральное,Высокая,Нет,Высшее,6.17,Женский,100.0
20.15,93.0,4,3,Нет,5.6,81.62,5,Да,3,Низкий,4,Обычная,Нейтральное,Низкая,Нет,Среднее,5.64,Женский,100.0
17.36,68.84,4,2,Часто,8.48,70.87,1,Да,1,Средний,3,Обычная,Положительное,Умеренная,Нет,Среднее,3.33,Мужской,95.63
16.28,74.46,3,4,Редко,5.84,73.63,4,Да,2,Средний,5,Обычная,Нейтральное,Умеренная,Нет,Среднее,0.5,Женский,100.0
19.91,74.32,1,4,Иногда,6.98,76.77,5,Нет,2,Средний,3,Частная,Нейтральное,Умеренная,Нет,Среднее,1.52,Мужской,100.0
23.33,94.5,3,5,Часто,7.19,65.86,2,Да,4,Низкий,3,Обычная,Нейтральное,Высокая,Нет,Среднее,0.51,Женский,100.0
20.07,100.0,4,4,Нет,7.42,77.52,5,Да,1,Низкий,4,Частная,Положительное,Умеренная,Нет,Среднее,0.6,Мужской,100.0
5.8,83.96,5,3,Нет,8.33,93.36,1,Да,1,Средний,4,Обычная,Отрицательное,Высокая,Да,Среднее,1.89,Мужской,90.02
8.6,83.31,2,5,Иногда,6.68,65.66,4,Да,2,Высокий,4,Частная,Нейтральное,Умеренная,Нет,Среднее,0.1,Женский,100.0
11.88,85.7,1,4,Редко,7.17,89.06,5,Да,3,Низкий,2,Обычная,Положительное,Умеренная,Нет,Среднее специальное,6.98,Мужской,100.0
15.13,96.62,4,2,Нет,7.48,92.98,4,Да,1,Низкий,3,Частная,Положительное,Низкая,Нет,Среднее,5.02,Женский,100.0
17.59,75.73,3,4,Нет,7.68,65.21,3,Да,1,Высокий,4,Частная,Положительное,Высокая,Нет,Высшее,0.96,Женский,100.0
11.37,87.38,3,5,Нет,7.62,57.54,1,Да,2,Низкий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее,1.45,Мужской,100.0
15.93,94.75,5,3,Иногда,8.02,78.62,5,Да,1,Высокий,4,Обычная,Отрицательное,Умеренная,Нет,Высшее,1.26,Женский,100.0
11.22,90.01,1,3,Нет,8.51,68.43,3,Нет,2,Средний,3,Частная,Положительное,Умеренная,Нет,Высшее,4.28,Женский,100.0
11.94,86.9,3,2,Редко,7.97,95.0,1,Да,2,Средний,4,Обычная,Нейтральное,Умеренная,Нет,Высшее,2.33,Мужской,100.0
7.97,95.01,1,2,Иногда,8.04,75.42,4,Да,1,Средний,3,Частная,Нейтральное,Высокая,Нет,Высшее,0.65,Женский,100.0
10.38,57.97,3,3,Редко,5.6,65.37,3,Да,1,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Высшее,1.18,Женский,98.64
8.24,91.78,4,4,Нет,7.56,61.23,2,Да,2,Средний,2,Обычная,Нейтральное,Низкая,Да,Среднее,1.12,Женский,89.12
10.12,78.46,3,2,Иногда,8.08,88.08,2,Да,1,Высокий,4,Частная,Нейтральное,Низкая,Нет,Высшее,6.4,Женский,100.0
20.27,66.69,5,5,Нет,8.37,68.15,1,Да,2,Средний,4,Обычная,Нейтральное,Умеренная,Нет,Высшее,0.39,Женский,100.0
10.25,90.11,3,4,Иногда,6.67,75.53,4,Да,2,Средний,1,Частная,Нейтральное,Низкая,Нет,Высшее,0.19,Женский,100.0
28.16,98.74,3,4,Часто,6.71,86.47,4,Да,3,Средний,4,Обычная,Положительное,Низкая,Нет,Среднее,4.25,Женский,100.0
17.47,83.63,2,5,Редко,6.81,69.19,4,Да,3,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,4.54,Мужской,100.0
15.92,94.53,3,2,Иногда,8.14,74.45,5,Да,2,Средний,2,Обычная,Нейтральное,Умеренная,Да,Среднее специальное,4.11,Мужской,100.0
10.71,100.0,3,3,Редко,8.74,74.8,5,Нет,4,Средний,3,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,1.43,Мужской,100.0
18.5,98.15,1,4,Редко,7.01,83.2,4,Да,4,Средний,2,Обычная,Нейтральное,Низкая,Да,Высшее,2.16,Женский,100.0
12.12,100.0,3,5,Часто,8.59,82.09,1,Да,1,Средний,3,Частная,Положительное,Высокая,Нет,Среднее,1.66,Женский,100.0
15.61,92.42,3,4,Часто,7.65,72.36,4,Да,3,Средний,3,Обычная,Отрицательное,Высокая,Нет,Среднее,0.14,Мужской,100.0
27.8,85.75,4,3,Редко,7.35,75.76,3,Да,1,Высокий,4,Обычная,Положительное,Низкая,Да,Среднее специальное,1.81,Мужской,100.0
14.52,68.98,3,5,Иногда,7.25,70.54,4,Да,0,Средний,4,Обычная,Нейтральное,Умеренная,Нет,Среднее,0.1,Мужской,99.31
20.75,82.54,4,2,Часто,8.4,57.27,4,Нет,3,Низкий,4,Обычная,Нейтральное,Умеренная,Нет,Среднее,0.79,Мужской,100.0
11.48,76.57,1,5,Часто,7.89,78.09,3,Да,3,Средний,1,Частная,Отрицательное,Низкая,Нет,Среднее,5.39,Женский,98.23
14.83,100.0,2,5,Иногда,10.0,95.0,5,Да,0,Средний,5,Частная,Нейтральное,Низкая,Нет,Среднее,0.72,Женский,100.0
23.85,83.24,3,2,Редко,6.48,64.4,2,Да,0,Средний,4,Частная,Нейтральное,Умеренная,Нет,Среднее специальное,5.62,Женский,100.0
11.87,86.23,3,4,Редко,8.12,65.72,4,Да,4,Высокий,1,Частная,Нейтральное,Умеренная,Да,Среднее,0.58,Мужской,100.0
24.06,90.51,1,1,Часто,6.86,64.55,1,Да,1,Средний,4,Частная,Нейтральное,Низкая,Да,Высшее,0.76,Женский,97.49
18.54,85.44,4,3,Нет,6.46,83.7,5,Да,4,Средний,3,Обычная,Положительное,Высокая,Нет,Высшее,1.98,Женский,100.0
12.19,100.0,4,4,Иногда,7.49,80.38,2,Да,2,Средний,3,Обычная,Положительное,Умеренная,Нет,Высшее,2.87,Женский,100.0
18.16,78.77,3,4,Редко,7.66,73.1,1,Да,2,Низкий,3,Частная,Нейтральное,Умеренная,Нет,Среднее,1.39,Женский,100.0
19.86,86.95,1,5,Редко,10.0,63.98,3,Да,3,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,4.28,Мужской,100.0
18.11,77.58,4,4,Редко,7.28,76.11,3,Да,2,Высокий,4,Частная,Нейтральное,Умеренная,Нет,Среднее специальное,0.1,Мужской,100.0
7.15,71.8,3,3,Часто,6.14,56.22,2,Да,2,Средний,3,Обычная,Положительное,Умеренная,Нет,Высшее,5.11,Женский,97.63
11.36,78.88,4,5,Нет,7.83,76.72,4,Да,0,Низкий,2,Обычная,Нейтральное,Умеренная,Нет,Высшее,0.44,Женский,100.0
13.76,84.63,4,5,Иногда,5.01,85.46,3,Да,3,Низкий,5,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,4.31,Женский,100.0
14.63,80.71,4,1,Нет,7.39,59.99,1,Да,2,Средний,5,Обычная,Нейтральное,Умеренная,Да,Высшее,1.02,Мужской,100.0
18.1,78.08,3,5,Нет,7.52,56.61,3,Нет,2,Средний,4,Частная,Нейтральное,Умеренная,Нет,Среднее,3.58,Женский,100.0
15.89,70.94,2,2,Редко,8.45,93.95,5,Да,1,Высокий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее,2.23,Мужской,100.0
8.32,84.17,3,5,Иногда,8.67,67.66,4,Да,1,Низкий,2,Обычная,Отрицательное,Высокая,Нет,Среднее специальное,0.39,Женский,100.0
16.9,69.95,3,3,Редко,6.9,88.63,4,Да,1,Высокий,4,Обычная,Положительное,Умеренная,Нет,Среднее,5.0,Женский,100.0
18.05,92.6,4,2,Редко,7.32,73.15,4,Да,3,Средний,2,Частная,Положительное,Низкая,Нет,Среднее,0.56,Женский,100.0
17.8,85.82,2,3,Нет,6.58,73.06,3,Да,1,Средний,2,Обычная,Нейтральное,Умеренная,Нет,Высшее,0.56,Женский,100.0
20.4,70.42,2,4,Редко,6.15,80.26,1,Да,4,Средний,3,Обычная,Отрицательное,Низкая,Нет,Среднее,3.37,Мужской,100.0
19.17,81.91,4,3,Часто,7.87,64.39,3,Да,2,Низкий,2,Обычная,Нейтральное,Высокая,Нет,Среднее специальное,0.22,Мужской,100.0
17.3,77.48,4,2,Часто,5.97,76.59,5,Да,1,Высокий,1,Частная,Положительное,Умеренная,Нет,Высшее,0.5,Мужской,100.0
14.65,88.19,5,4,Редко,7.0,70.42,5,Да,1,Низкий,3,Частная,Положительное,Умеренная,Нет,Среднее,1.4,Мужской,100.0
6.7,98.4,4,5,Иногда,6.31,59.15,3,Да,3,Низкий,2,Обычная,Нейтральное,Низкая,Нет,Среднее,3.55,Женский,100.0
17.15,66.25,3,3,Часто,8.16,79.05,1,Да,2,Высокий,2,Частная,Отрицательное,Умеренная,Нет,Среднее,0.32,Мужской,100.0
16.04,86.15,3,3,Нет,9.66,71.84,2,Да,0,Средний,2,Частная,Нейтральное,Высокая,Нет,Среднее,1.59,Женский,100.0
16.36,83.4,4,3,Часто,5.94,73.12,3,Да,3,Высокий,3,Частная,Нейтральное,Низкая,Нет,Среднее,2.48,Мужской,100.0
8.62,91.71,3,1,Часто,5.28,60.48,4,Да,1,Средний,4,Частная,Нейтральное,Умеренная,Да,Среднее,3.94,Женский,92.94
9.59,87.13,3,5,Нет,7.35,94.1,1,Да,0,Средний,4,Частная,Положительное,Высокая,Нет,Среднее специальное,5.48,Женский,100.0
20.27,77.48,2,5,Нет,7.52,85.52,5,Да,6,Высокий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее,3.07,Мужской,100.0
14.8,81.81,3,4,Часто,7.76,86.57,3,Да,1,Низкий,3,Частная,Отрицательное,Умеренная,Нет,Высшее,2.12,Мужской,100.0
18.41,77.04,4,3,Иногда,6.96,71.33,5,Да,4,Высокий,1,Частная,Положительное,Умеренная,Нет,Высшее,1.14,Мужской,100.0
15.14,95.76,2,4,Нет,7.26,54.25,4,Да,3,Низкий,2,Частная,Отрицательное,Умеренная,Нет,Высшее,0.24,Женский,100.0
15.15,85.21,2,4,Редко,7.94,95.0,4,Да,3,Высокий,3,Обычная,Положительное,Низкая,Нет,Среднее специальное,2.47,Женский,100.0
19.69,100.0,3,5,Редко,8.75,74.27,4,Нет,3,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Среднее,9.85,Мужской,100.0
12.42,84.39,2,4,Иногда,5.15,66.01,4,Да,3,Средний,4,Обычная,Положительное,Умеренная,Нет,Высшее,2.67,Женский,100.0
15.48,77.92,2,4,Иногда,7.06,80.0,4,Да,1,Высокий,4,Частная,Отрицательное,Высокая,Нет,Среднее,0.1,Мужской,100.0
12.69,69.86,3,4,Часто,7.76,89.01,4,Да,0,Средний,3,Обычная,Отрицательное,Низкая,Нет,Среднее,1.37,Женский,97.29
12.83,66.97,5,3,Редко,6.4,74.72,4,Да,1,Средний,2,Обычная,Нейтральное,Низкая,Нет,Высшее,1.91,Мужской,100.0
13.45,69.16,3,5,Иногда,9.58,90.34,5,Да,1,Высокий,4,Частная,Нейтральное,Умеренная,Нет,Среднее,2.34,Женский,100.0
16.11,87.67,2,4,Иногда,6.74,88.0,4,Да,0,Средний,3,Обычная,Нейтральное,Высокая,Нет,Среднее,2.54,Женский,100.0
12.61,90.09,1,4,Редко,7.45,62.08,4,Нет,1,Высокий,4,Обычная,Положительное,Низкая,Нет,Высшее,1.63,Женский,100.0
21.28,69.19,3,3,Нет,8.17,66.91,5,Да,3,Средний,3,Обычная,Положительное,Высокая,Нет,Высшее,0.51,Мужской,100.0
10.53,93.95,3,4,Часто,6.79,86.49,2,Да,0,Низкий,4,Обычная,Нейтральное,Низкая,Нет,Среднее,5.7,Мужской,100.0
14.07,80.17,4,4,Часто,5.28,42.45,1,Да,0,Низкий,5,Обычная,Отрицательное,Высокая,Да,Среднее,2.39,Женский,85.28
12.8,86.47,3,2,Редко,6.99,73.21,3,Нет,2,Низкий,5,Частная,Положительное,Умеренная,Нет,Среднее специальное,0.54,Мужской,100.0
22.23,100.0,4,2,Иногда,8.74,57.83,4,Да,1,Низкий,3,Обычная,Положительное,Умеренная,Да,Высшее,0.78,Мужской,100.0
15.98,93.97,2,4,Редко,7.1,69.28,5,Да,4,Средний,3,Частная,Нейтральное,Умеренная,Нет,Среднее,5.1,Женский,100.0
20.16,82.31,3,4,Иногда,6.48,71.41,3,Да,0,Низкий,3,Обычная,Положительное,Умеренная,Нет,Среднее специальное,4.37,Мужской,100.0
7.57,76.09,2,4,Иногда,8.61,70.7,4,Да,2,Низкий,5,Частная,Отрицательное,Низкая,Нет,Высшее,1.04,Мужской,100.0
16.34,63.48,5,3,Иногда,7.1,68.37,4,Да,4,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Среднее,0.1,Женский,100.0
19.45,77.81,3,4,Часто,6.89,61.83,1,Да,2,Высокий,2,Обычная,Отрицательное,Умеренная,Да,Высшее,0.1,Женский,95.35
15.41,82.89,3,2,Иногда,7.68,95.0,4,Да,4,Средний,3,Обычная,Положительное,Высокая,Нет,Высшее,0.67,Мужской,100.0
20.33,75.13,2,3,Редко,8.42,95.0,5,Да,1,Средний,2,Частная,Нейтральное,Умеренная,Нет,Среднее,1.98,Женский,100.0
12.41,83.69,2,2,Иногда,10.0,61.06,2,Да,2,Высокий,3,Обычная,Нейтральное,Умеренная,Нет,Высшее,1.76,Женский,100.0
22.05,85.77,3,2,Нет,8.49,93.99,4,Да,0,Низкий,3,Обычная,Отрицательное,Умеренная,Нет,Среднее,2.01,Мужской,95.97
26.49,82.75,2,3,Редко,8.89,70.21,4,Да,2,Высокий,3,Частная,Отрицательное,Низкая,Нет,Высшее,2.53,Женский,100.0
13.19,78.5,3,3,Редко,6.89,76.55,2,Нет,2,Средний,2,Обычная,Отрицательное,Высокая,Нет,Высшее,0.1,Женский,98.01
12.77,86.69,2,2,Редко,6.27,74.24,2,Да,4,Низкий,5,Частная,Нейтральное,Умеренная,Нет,Среднее,0.22,Мужской,100.0
22.27,89.42,3,3,Иногда,7.57,67.08,5,Да,1,Средний,4,Обычная,Нейтральное,Умеренная,Нет,Высшее,0.89,Женский,100.0
22.9,74.1,4,4,Редко,7.63,86.81,3,Да,5,Средний,4,Частная,Нейтральное,Умеренная,Нет,Высшее,0.34,Мужской,100.0
12.39,99.11,4,3,Иногда,6.21,76.51,2,Да,1,Средний,3,Частная,Положительное,Высокая,Да,Среднее,0.16,Женский,100.0
12.9,84.01,4,3,Иногда,7.29,69.28,2,Да,0,Высокий,4,Обычная,Нейтральное,Высокая,Нет,Среднее,2.05,Женский,100.0
13.59,85.19,2,5,Редко,7.98,59.34,4,Да,3,Низкий,3,Обычная,Положительное,Умеренная,Нет,Среднее,3.38,Мужской,100.0
8.28,92.08,1,2,Часто,7.93,64.28,4,Да,1,Низкий,3,Частная,Отрицательное,Умеренная,Да,Среднее специальное,2.79,Женский,97.36
10.41,87.33,3,4,Редко,8.11,55.3,4,Да,3,Низкий,2,Обычная,Нейтральное,Умеренная,Нет,Высшее,3.4,Женский,100.0
9.98,94.53,3,2,Редко,7.85,75.15,1,Да,4,Низкий,3,Частная,Нейтральное,Умеренная,Нет,Высшее,2.19,Мужской,100.0
11.16,87.87,3,2,Иногда,6.89,60.64,5,Да,0,Низкий,2,Частная,Отрицательное,Умеренная,Нет,Среднее специальное,2.66,Женский,100.0
14.83,78.88,1,4,Редко,6.88,71.81,3,Да,1,Высокий,5,Обычная,Отрицательное,Умеренная,Нет,Среднее специальное,0.63,Мужской,100.0
16.17,88.62,2,4,Нет,6.06,91.44,3,Да,2,Низкий,1,Частная,Положительное,Умеренная,Да,Среднее,9.93,Женский,100.0
22.75,73.56,1,5,Иногда,9.64,89.39,3,Нет,1,Средний,3,Обычная,Положительное,Умеренная,Нет,Среднее,0.4,Женский,100.0
10.01,86.09,4,4,Иногда,7.52,74.61,3,Да,4,Средний,3,Обычная,Отрицательное,Умеренная,Нет,Среднее специальное,0.48,Женский,100.0
19.92,84.67,2,5,Редко,7.23,73.95,5,Да,1,Высокий,3,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,0.68,Женский,100.0
13.93,82.92,3,1,Часто,6.39,95.0,5,Да,4,Высокий,3,Обычная,Положительное,Умеренная,Нет,Среднее специальное,7.4,Женский,100.0
14.75,83.71,1,2,Иногда,10.0,81.25,3,Да,0,Средний,2,Частная,Отрицательное,Умеренная,Нет,Высшее,8.89,Женский,100.0
18.37,66.18,3,1,Часто,6.21,71.07,5,Да,0,Высокий,4,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,3.17,Женский,100.0
9.39,79.51,3,2,Нет,6.99,57.89,4,Да,2,Средний,3,Обычная,Положительное,Умеренная,Нет,Среднее специальное,1.98,Женский,100.0
16.91,85.93,4,4,Иногда,8.0,79.73,5,Да,4,Высокий,3,Частная,Положительное,Высокая,Нет,Среднее,1.47,Женский,100.0
15.83,86.6,4,4,Часто,8.22,84.95,2,Да,4,Средний,4,Обычная,Нейтральное,Умеренная,Нет,Высшее,7.05,Мужской,100.0
17.46,74.72,3,1,Иногда,8.65,67.42,4,Да,1,Низкий,4,Обычная,Отрицательное,Умеренная,Нет,Высшее,2.38,Женский,100.0
16.45,97.66,5,5,Иногда,9.67,78.49,3,Да,3,Средний,4,Обычная,Нейтральное,Высокая,Нет,Высшее,5.79,Женский,100.0
27.28,76.34,5,5,Редко,8.11,70.64,5,Да,1,Средний,4,Обычная,Положительное,Низкая,Нет,Среднее специальное,0.76,Женский,100.0
11.81,94.69,4,3,Нет,6.23,72.79,1,Да,1,Средний,3,Частная,Положительное,Высокая,Нет,Среднее специальное,0.81,Женский,100.0
12.35,89.27,4,2,Редко,7.19,45.15,4,Да,1,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,3.86,Мужской,100.0
11.88,78.54,2,2,Редко,7.87,72.34,3,Да,2,Средний,4,Обычная,Положительное,Низкая,Нет,Среднее,0.32,Мужской,100.0
12.22,100.0,3,2,Часто,9.98,86.63,3,Да,3,Высокий,4,Обычная,Положительное,Умеренная,Нет,Среднее специальное,5.83,Мужской,100.0
11.81,73.06,1,2,Редко,5.82,67.42,4,Да,3,Низкий,2,Частная,Нейтральное,Умеренная,Нет,Высшее,1.42,Женский,100.0
20.95,94.19,1,4,Часто,8.94,75.63,5,Да,0,Средний,3,Обычная,Положительное,Умеренная,Нет,Среднее,5.22,Женский,100.0
22.1,95.01,5,3,Часто,7.72,65.93,4,Да,0,Средний,4,Обычная,Нейтральное,Умеренная,Нет,Среднее,0.82,Женский,100.0
12.15,78.29,3,3,Редко,8.51,79.33,5,Да,0,Высокий,3,Обычная,Нейтральное,Высокая,Да,Высшее,2.52,Мужской,98.83
10.84,98.92,4,5,Редко,7.38,72.4,3,Да,1,Высокий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее,1.32,Женский,100.0
17.36,82.5,4,4,Часто,6.49,63.73,4,Да,2,Средний,3,Обычная,Положительное,Умеренная,Нет,Среднее специальное,1.97,Женский,100.0
12.24,87.89,4,5,Часто,8.4,90.99,3,Да,3,Средний,4,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,1.4,Женский,100.0
18.16,87.6,5,2,Редко,8.29,86.15,1,Да,2,Низкий,5,Обычная,Нейтральное,Низкая,Нет,Среднее,6.83,Мужской,100.0
16.01,83.66,2,3,Редко,8.67,67.74,4,Да,3,Средний,3,Частная,Положительное,Умеренная,Нет,Высшее,2.36,Женский,100.0
7.42,93.11,1,4,Иногда,7.48,80.97,4,Да,3,Средний,3,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,0.58,Женский,100.0
22.74,92.93,3,2,Иногда,6.78,81.45,4,Да,4,Высокий,2,Обычная,Положительное,Умеренная,Нет,Высшее,4.81,Женский,100.0
23.98,67.51,2,1,Редко,5.63,82.71,4,Да,2,Средний,1,Обычная,Отрицательное,Умеренная,Нет,Высшее,0.7,Женский,100.0
11.94,98.04,1,4,Иногда,8.48,54.67,4,Да,1,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Высшее,0.93,Женский,100.0
13.06,68.38,3,4,Нет,8.01,87.08,1,Да,2,Средний,3,Обычная,Нейтральное,Умеренная,Нет,Среднее,0.22,Мужской,99.91
16.43,95.33,4,3,Нет,6.34,68.16,2,Да,2,Средний,3,Обычная,Положительное,Низкая,Нет,Среднее,4.6,Мужской,100.0
16.67,96.27,3,3,Редко,6.85,70.71,4,Нет,2,Низкий,4,Частная,Отрицательное,Умеренная,Нет,Среднее,0.67,Женский,100.0
18.29,74.09,3,3,Редко,6.94,95.0,3,Нет,1,Низкий,4,Частная,Нейтральное,Умеренная,Да,Среднее специальное,0.6,Мужской,100.0
25.05,80.89,3,1,Редко,5.72,78.62,1,Да,1,Низкий,3,Обычная,Положительное,Умеренная,Нет,Высшее,5.06,Мужской,100.0
14.12,73.94,2,3,Редко,6.52,70.36,3,Да,0,Высокий,3,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,3.27,Мужской,96.55
11.01,82.85,1,2,Редко,6.14,48.54,4,Да,0,Низкий,5,Обычная,Положительное,Умеренная,Нет,Высшее,0.3,Женский,100.0
8.1,81.92,4,2,Нет,7.01,91.68,3,Да,2,Низкий,3,Обычная,Положительное,Низкая,Нет,Среднее,2.93,Женский,100.0
11.35,92.8,3,5,Редко,6.61,58.86,4,Да,1,Высокий,4,Обычная,Нейтральное,Умеренная,Нет,Среднее,4.88,Мужской,100.0
14.83,98.1,4,4,Часто,5.55,62.96,4,Нет,7,Средний,3,Обычная,Отрицательное,Умеренная,Нет,Высшее,0.16,Женский,100.0
23.97,98.96,1,4,Редко,9.93,71.02,3,Да,1,Низкий,4,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,3.49,Женский,100.0
12.41,79.38,4,3,Редко,9.0,92.0,4,Да,1,Низкий,4,Обычная,Нейтральное,Высокая,Нет,Высшее,1.59,Мужской,100.0
16.12,82.91,3,3,Иногда,6.57,84.28,4,Да,1,Низкий,4,Обычная,Положительное,Умеренная,Нет,Среднее,2.21,Мужской,100.0
14.92,68.17,3,3,Часто,7.83,73.11,4,Да,2,Низкий,4,Обычная,Положительное,Низкая,Да,Высшее,1.36,Женский,100.0
20.94,76.94,3,2,Редко,8.0,78.7,4,Нет,4,Низкий,5,Обычная,Отрицательное,Низкая,Нет,Среднее специальное,2.39,Женский,100.0
27.63,94.65,4,2,Иногда,8.93,67.8,1,Да,2,Средний,3,Обычная,Нейтральное,Высокая,Да,Высшее,0.1,Мужской,100.0
12.35,100.0,3,4,Иногда,6.52,76.68,4,Да,1,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Среднее,2.88,Мужской,100.0
12.55,72.66,3,4,Иногда,8.81,75.88,3,Да,1,Средний,3,Обычная,Отрицательное,Умеренная,Нет,Среднее специальное,0.1,Мужской,100.0
20.22,79.08,5,4,Нет,6.84,86.63,5,Да,1,Высокий,4,Обычная,Нейтральное,Умеренная,Нет,Высшее,1.22,Мужской,100.0
18.41,84.74,4,3,Иногда,5.9,86.61,5,Да,0,Средний,4,Частная,Нейтральное,Умеренная,Да,Высшее,0.33,Мужской,100.0
24.23,87.8,3,5,Нет,8.37,80.93,4,Да,4,Высокий,2,Обычная,Нейтральное,Умеренная,Нет,Среднее,3.47,Женский,100.0
17.92,76.9,4,2,Иногда,9.05,70.65,3,Да,1,Средний,2,Обычная,Нейтральное,Умеренная,Нет,Среднее,0.75,Женский,100.0
13.2,89.24,3,3,Иногда,10.0,83.9,2,Да,3,Средний,4,Обычная,Положительное,Умеренная,Нет,Среднее специальное,1.21,Женский,100.0
17.95,80.26,2,3,Редко,6.06,73.9,3,Да,3,Средний,3,Обычная,Отрицательное,Высокая,Нет,Среднее,1.12,Мужской,100.0
20.54,84.86,3,4,Часто,8.34,62.02,3,Да,3,Низкий,3,Частная,Положительное,Умеренная,Нет,Высшее,2.96,Женский,100.0
19.1,90.46,5,5,Нет,7.01,70.16,3,Да,2,Низкий,4,Частная,Нейтральное,Умеренная,Нет,Среднее,1.31,Мужской,100.0
17.54,85.06,5,3,Часто,8.44,76.01,4,Да,2,Средний,3,Обычная,Положительное,Умеренная,Да,Среднее,3.11,Мужской,100.0
20.33,80.64,3,5,Редко,5.74,85.92,2,Да,3,Средний,2,Частная,Нейтральное,Умеренная,Да,Среднее специальное,0.15,Женский,100.0
20.85,83.9,3,5,Редко,5.98,72.8,5,Нет,2,Средний,2,Обычная,Положительное,Высокая,Нет,Среднее специальное,0.43,Женский,100.0
21.91,84.12,2,3,Нет,6.57,60.49,2,Да,0,Высокий,3,Частная,Положительное,Низкая,Нет,Высшее,1.6,Мужской,100.0
18.24,81.3,5,3,Часто,7.59,75.68,5,Да,3,Средний,3,Обычная,Нейтральное,Умеренная,Нет,Высшее,5.88,Женский,100.0
14.16,82.41,5,3,Нет,6.73,76.36,5,Да,2,Средний,3,Частная,Нейтральное,Высокая,Нет,Среднее,0.16,Женский,100.0
